vessel_call_id,vessel_name,voyage_no,customer_id,terminal_id,eta,ata,atd,total_moves_planned,total_moves_actual,status
568,WAN HAI 805,V638E,1,2,2025-10-09 14:15:00,2025-10-09 10:56:37.794,2025-10-11 04:56:37.794,496,532,Departed
569,CMA CGM MARCO POLO,V901E,5,3,2025-10-10 23:45:00,2025-10-11 00:37:43.820,2025-10-11 16:37:43.820,2348,2325,Departed
570,MAERSK MADRID,V482E,1,1,2025-10-10 21:00:00,2025-10-10 22:21:56.565,2025-10-12 14:21:56.565,1370,1284,Departed
571,HMM ALGECIRAS,V551E,4,1,2025-10-11 03:15:00,2025-10-11 03:15:41.530,2025-10-12 03:15:41.530,1341,1284,Departed
572,YM WISDOM,V448E,5,1,2025-10-11 12:00:00,2025-10-11 09:27:53.691,2025-10-12 05:27:53.691,2195,2208,Departed
573,WAN HAI 805,V156E,5,3,2025-10-12 20:45:00,2025-10-12 20:16:31.076,2025-10-14 06:16:31.076,622,649,Departed
574,ONE APUS,V166E,1,3,2025-10-12 02:00:00,2025-10-11 23:43:46.267,2025-10-12 22:43:46.267,987,975,Departed
575,COSCO SHIPPING UNIVERSE,V412E,4,3,2025-10-13 08:00:00,2025-10-13 07:30:03.783,2025-10-14 10:30:03.783,2175,2011,Departed
576,COSCO SHIPPING UNIVERSE,V477E,7,3,2025-10-13 09:15:00,2025-10-13 07:27:44.157,2025-10-14 04:27:44.157,1459,1521,Departed
577,CMA CGM MARCO POLO,V392E,7,1,2025-10-13 21:15:00,2025-10-13 23:46:27.166,2025-10-15 13:46:27.166,1209,1178,Departed
578,MAERSK MADRID,V588E,12,2,2025-10-14 00:00:00,2025-10-13 23:44:30.737,2025-10-15 00:44:30.737,2011,1961,Departed
579,EVER GIVEN,V608E,9,1,2025-10-14 14:30:00,2025-10-14 17:26:56.115,2025-10-16 05:26:56.115,2562,2466,Departed
580,ONE APUS,V154E,8,1,2025-10-14 08:30:00,2025-10-14 05:15:54.351,2025-10-15 14:15:54.351,2605,2553,Departed
581,ZIM ROTTERDAM,V352E,6,1,2025-10-15 04:30:00,2025-10-15 05:46:19.353,2025-10-16 19:46:19.353,1933,2064,Departed
582,CMA CGM MARCO POLO,V535E,10,2,2025-10-15 22:30:00,2025-10-16 02:03:43.207,2025-10-17 20:03:43.207,666,685,Departed
583,HMM ALGECIRAS,V794E,6,3,2025-10-16 05:30:00,2025-10-16 04:44:01.802,2025-10-17 10:44:01.802,992,976,Departed
584,COSCO SHIPPING UNIVERSE,V893E,2,3,2025-10-16 01:30:00,2025-10-15 23:05:20.980,2025-10-16 16:05:20.980,1507,1464,Departed
585,CMA CGM MARCO POLO,V737E,8,2,2025-10-17 08:15:00,2025-10-17 09:14:50.604,2025-10-19 09:14:50.604,1371,1445,Departed
586,HYUNDAI VICTORY,V589E,3,1,2025-10-17 00:15:00,2025-10-16 21:23:43.195,2025-10-18 04:23:43.195,603,634,Departed
587,CMA CGM MARCO POLO,V940E,9,3,2025-10-18 13:45:00,2025-10-18 16:47:35.734,2025-10-20 09:47:35.734,1097,1033,Departed
588,HYUNDAI VICTORY,V128E,2,3,2025-10-18 16:45:00,2025-10-18 15:53:10.490,2025-10-19 05:53:10.490,466,466,Departed
589,EVER GIVEN,V519E,8,3,2025-10-18 22:15:00,2025-10-19 01:11:57.789,2025-10-20 01:11:57.789,1159,1211,Departed
590,CMA CGM MARCO POLO,V494E,8,3,2025-10-19 13:30:00,2025-10-19 15:19:44.928,2025-10-21 13:19:44.928,540,562,Departed
591,ZIM ROTTERDAM,V869E,6,2,2025-10-19 00:30:00,2025-10-18 20:30:00.000,2025-10-19 11:30:00.000,670,647,Departed
592,HYUNDAI VICTORY,V393E,11,3,2025-10-20 21:30:00,2025-10-20 18:06:54.467,2025-10-21 09:06:54.467,492,475,Departed
593,ZIM ROTTERDAM,V539E,3,1,2025-10-20 04:15:00,2025-10-20 04:01:20.405,2025-10-21 11:01:20.405,1000,1028,Departed
594,ONE APUS,V681E,4,1,2025-10-20 22:00:00,2025-10-21 02:07:56.568,2025-10-22 20:07:56.568,1796,1818,Departed
595,ZIM ROTTERDAM,V766E,11,3,2025-10-21 22:30:00,2025-10-21 22:22:18.809,2025-10-23 18:22:18.809,2375,2299,Departed
596,EVER GIVEN,V608E,8,1,2025-10-21 02:00:00,2025-10-21 03:50:36.413,2025-10-21 17:50:36.413,1337,1338,Departed
597,MSC OSCAR,V193E,10,3,2025-10-21 07:00:00,2025-10-21 06:14:25.452,2025-10-22 10:14:25.452,1289,1357,Departed
598,ONE APUS,V951E,1,1,2025-10-21 22:15:00,2025-10-21 21:04:28.688,2025-10-23 10:04:28.688,1309,1216,Departed
599,OOCL HONG KONG,V725E,6,3,2025-10-22 15:45:00,2025-10-22 16:20:48.803,2025-10-24 06:20:48.803,1956,2097,Departed
600,EVER GIVEN,V583E,9,2,2025-10-22 13:45:00,2025-10-22 13:18:14.846,2025-10-23 04:18:14.846,1441,1293,Departed
601,ZIM ROTTERDAM,V494E,6,1,2025-10-22 02:15:00,2025-10-22 03:21:44.701,2025-10-22 17:21:44.701,2116,2044,Departed
602,MAERSK MADRID,V632E,12,2,2025-10-22 09:15:00,2025-10-22 05:44:55.467,2025-10-23 12:44:55.467,2732,2743,Departed
603,ZIM ROTTERDAM,V242E,2,1,2025-10-23 19:45:00,2025-10-23 18:01:42.617,2025-10-25 08:01:42.617,1176,1127,Departed
604,COSCO SHIPPING UNIVERSE,V179E,9,3,2025-10-23 21:45:00,2025-10-23 23:14:23.673,2025-10-25 03:14:23.673,1351,1357,Departed
605,MAERSK MADRID,V242E,6,1,2025-10-23 07:15:00,2025-10-23 04:44:37.105,2025-10-24 23:44:37.105,1217,1218,Departed
606,EVER GIVEN,V343E,6,3,2025-10-24 23:15:00,2025-10-24 22:26:44.905,2025-10-25 18:26:44.905,2206,2081,Departed
607,CMA CGM MARCO POLO,V356E,7,1,2025-10-24 11:15:00,2025-10-24 13:57:38.730,2025-10-25 06:57:38.730,1253,1276,Departed
608,YM WISDOM,V152E,2,2,2025-10-24 19:00:00,2025-10-24 22:10:08.559,2025-10-25 13:10:08.559,2571,2555,Departed
609,MAERSK MADRID,V392E,10,2,2025-10-25 14:30:00,2025-10-25 13:08:16.315,2025-10-27 11:08:16.315,2234,2323,Departed
610,HYUNDAI VICTORY,V102E,8,2,2025-10-25 01:30:00,2025-10-25 05:04:16.740,2025-10-27 04:04:16.740,2326,2279,Departed
611,CMA CGM MARCO POLO,V326E,7,2,2025-10-26 07:00:00,2025-10-26 12:05:15.107,2025-10-28 03:05:15.107,1513,1558,Departed
612,ZIM ROTTERDAM,V574E,5,3,2025-10-26 01:15:00,2025-10-26 01:41:44.622,2025-10-27 10:41:44.622,1414,1329,Departed
613,ZIM ROTTERDAM,V453E,3,1,2025-10-26 20:30:00,2025-10-26 22:15:49.552,2025-10-28 00:15:49.552,2537,2401,Departed
614,MAERSK MADRID,V539E,2,1,2025-10-26 06:30:00,2025-10-26 05:22:47.625,2025-10-26 20:22:47.625,2293,2299,Departed
615,MSC OSCAR,V552E,5,2,2025-10-27 22:15:00,2025-10-28 00:14:21.340,2025-10-30 00:14:21.340,1328,1346,Departed
616,ZIM ROTTERDAM,V541E,5,1,2025-10-27 08:45:00,2025-10-27 08:57:32.742,2025-10-28 18:57:32.742,1202,1293,Departed
617,ONE APUS,V913E,11,3,2025-10-27 00:15:00,2025-10-27 01:44:52.247,2025-10-28 06:44:52.247,501,518,Departed
618,HMM ALGECIRAS,V873E,5,3,2025-10-27 16:30:00,2025-10-27 14:20:40.730,2025-10-28 06:20:40.730,2155,2170,Departed
619,EVER GIVEN,V994E,8,3,2025-10-28 22:30:00,2025-10-28 21:52:19.309,2025-10-30 07:52:19.309,1319,1355,Departed
620,HMM ALGECIRAS,V213E,11,1,2025-10-28 01:30:00,2025-10-28 00:48:45.012,2025-10-29 15:48:45.012,479,498,Departed
621,YM WISDOM,V723E,6,2,2025-10-28 03:15:00,2025-10-28 03:58:13.453,2025-10-29 21:58:13.453,1602,1611,Departed
622,CMA CGM MARCO POLO,V477E,5,2,2025-10-28 03:45:00,2025-10-28 01:09:10.765,2025-10-28 16:09:10.765,671,704,Departed
623,COSCO SHIPPING UNIVERSE,V217E,2,2,2025-10-29 21:15:00,2025-10-29 20:50:01.816,2025-10-30 15:50:01.816,1973,1901,Departed
624,YM WISDOM,V589E,10,3,2025-10-29 13:15:00,2025-10-29 13:52:13.647,2025-10-30 05:52:13.647,2053,2141,Departed
625,CMA CGM MARCO POLO,V286E,1,2,2025-10-30 13:30:00,2025-10-30 17:09:03.609,2025-11-01 16:09:03.609,1243,1330,Departed
626,EVER GIVEN,V438E,5,2,2025-10-30 04:15:00,2025-10-30 00:15:00.000,2025-10-31 19:15:00.000,2055,2114,Departed
627,EVER GIVEN,V776E,10,2,2025-10-31 05:15:00,2025-10-31 01:15:00.000,2025-10-31 17:15:00.000,1867,1889,Departed
628,ZIM ROTTERDAM,V654E,3,3,2025-10-31 23:45:00,2025-11-01 00:23:22.124,2025-11-02 15:23:22.124,1329,1266,Departed
629,ONE APUS,V960E,11,2,2025-10-31 12:00:00,2025-10-31 10:18:58.084,2025-11-02 06:18:58.084,1588,1595,Departed
630,ZIM ROTTERDAM,V328E,6,1,2025-11-01 16:00:00,2025-11-01 14:17:13.463,2025-11-03 11:17:13.463,607,561,Departed
631,MAERSK MADRID,V524E,3,3,2025-11-01 14:15:00,2025-11-01 14:24:20.710,2025-11-02 23:24:20.710,1874,1772,Departed
632,HYUNDAI VICTORY,V762E,11,3,2025-11-02 11:30:00,2025-11-02 11:53:37.888,2025-11-04 03:53:37.888,1529,1510,Departed
633,COSCO SHIPPING UNIVERSE,V894E,10,3,2025-11-02 00:15:00,2025-11-02 00:18:21.416,2025-11-02 23:18:21.416,1800,1581,Departed
634,HYUNDAI VICTORY,V905E,10,2,2025-11-03 09:15:00,2025-11-03 09:56:12.717,2025-11-04 08:56:12.717,1161,1259,Departed
635,ONE APUS,V640E,4,3,2025-11-03 04:00:00,2025-11-03 03:28:21.733,2025-11-04 22:28:21.733,1872,1912,Departed
636,COSCO SHIPPING UNIVERSE,V287E,12,1,2025-11-03 05:00:00,2025-11-03 07:36:28.852,2025-11-04 19:36:28.852,1268,1192,Departed
637,WAN HAI 805,V500E,3,1,2025-11-03 17:15:00,2025-11-03 18:53:16.531,2025-11-04 15:53:16.531,997,1004,Departed
638,YM WISDOM,V325E,1,2,2025-11-04 06:30:00,2025-11-04 03:00:13.704,2025-11-05 00:00:13.704,1794,1849,Departed
639,ONE APUS,V956E,7,1,2025-11-04 08:45:00,2025-11-04 10:40:23.161,2025-11-05 00:40:23.161,1065,974,Departed
640,MAERSK MADRID,V100E,9,2,2025-11-04 20:30:00,2025-11-04 23:31:11.810,2025-11-05 18:31:11.810,2272,2069,Departed
641,CMA CGM MARCO POLO,V201E,10,3,2025-11-05 12:00:00,2025-11-05 10:28:33.344,2025-11-07 04:28:33.344,1705,1708,Departed
642,ONE APUS,V256E,11,2,2025-11-05 00:45:00,2025-11-05 04:05:35.782,2025-11-06 16:05:35.782,690,586,Departed
643,OOCL HONG KONG,V938E,2,1,2025-11-05 11:15:00,2025-11-05 11:43:32.342,2025-11-07 01:43:32.342,840,789,Departed
644,WAN HAI 805,V648E,10,1,2025-11-05 20:45:00,2025-11-05 20:25:03.217,2025-11-06 23:25:03.217,1867,2013,Departed
645,OOCL HONG KONG,V229E,9,1,2025-11-06 10:15:00,2025-11-06 10:10:21.833,2025-11-07 02:10:21.833,755,733,Departed
646,YM WISDOM,V546E,12,2,2025-11-06 15:15:00,2025-11-06 17:58:34.065,2025-11-07 21:58:34.065,860,778,Departed
647,COSCO SHIPPING UNIVERSE,V558E,3,2,2025-11-06 11:15:00,2025-11-06 11:01:57.266,2025-11-07 23:01:57.266,2765,2964,Departed
648,COSCO SHIPPING UNIVERSE,V653E,8,2,2025-11-07 19:15:00,2025-11-07 19:38:17.775,2025-11-08 13:38:17.775,2201,2375,Departed
649,WAN HAI 805,V373E,3,2,2025-11-07 04:30:00,2025-11-07 02:35:11.460,2025-11-08 14:35:11.460,1317,1397,Departed
650,OOCL HONG KONG,V567E,10,2,2025-11-07 01:45:00,2025-11-07 04:28:19.607,2025-11-07 21:28:19.607,2171,2253,Departed
651,MSC OSCAR,V475E,6,1,2025-11-08 08:30:00,2025-11-08 08:40:01.107,2025-11-09 15:40:01.107,2114,2300,Departed
652,CMA CGM MARCO POLO,V988E,5,3,2025-11-08 07:45:00,2025-11-08 08:42:59.393,2025-11-09 12:42:59.393,1906,1984,Departed
653,EVER GIVEN,V909E,1,3,2025-11-09 17:45:00,2025-11-09 16:48:58.587,2025-11-11 05:48:58.587,2059,1916,Departed
654,CMA CGM MARCO POLO,V935E,4,3,2025-11-09 13:30:00,2025-11-09 13:32:26.936,2025-11-10 06:32:26.936,2124,2120,Departed
655,CMA CGM MARCO POLO,V714E,2,2,2025-11-09 10:00:00,2025-11-09 13:31:25.172,2025-11-10 22:31:25.172,2358,2359,Departed
656,ONE APUS,V733E,3,3,2025-11-09 14:00:00,2025-11-09 10:06:19.662,2025-11-10 22:06:19.662,1884,2071,Departed
657,WAN HAI 805,V531E,5,2,2025-11-10 01:30:00,2025-11-10 02:27:59.451,2025-11-10 20:27:59.451,2247,2471,Departed
658,HYUNDAI VICTORY,V179E,2,3,2025-11-10 20:00:00,2025-11-10 19:51:23.289,2025-11-12 14:51:23.289,1003,969,Departed
659,ZIM ROTTERDAM,V677E,5,3,2025-11-10 18:15:00,2025-11-10 17:22:08.425,2025-11-11 14:22:08.425,842,841,Departed
660,OOCL HONG KONG,V614E,8,1,2025-11-10 20:30:00,2025-11-10 21:05:19.951,2025-11-12 16:05:19.951,2649,2497,Departed
661,ONE APUS,V340E,9,2,2025-11-11 03:15:00,2025-11-11 04:26:28.969,2025-11-12 17:26:28.969,1327,1277,Departed
662,YM WISDOM,V510E,8,3,2025-11-11 09:00:00,2025-11-11 07:44:34.794,2025-11-12 07:44:34.794,722,725,Departed
663,WAN HAI 805,V928E,12,1,2025-11-11 22:15:00,2025-11-11 22:33:43.442,2025-11-12 22:33:43.442,1097,1171,Departed
664,MAERSK MADRID,V921E,10,1,2025-11-12 04:00:00,2025-11-12 04:09:14.807,2025-11-13 06:09:14.807,2732,2680,Departed
665,OOCL HONG KONG,V913E,3,1,2025-11-12 13:15:00,2025-11-12 10:30:52.159,2025-11-13 09:30:52.159,1016,1009,Departed
666,COSCO SHIPPING UNIVERSE,V965E,2,3,2025-11-12 06:15:00,2025-11-12 08:36:39.986,2025-11-13 10:36:39.986,2524,2730,Departed
667,MAERSK MADRID,V336E,2,2,2025-11-12 18:00:00,2025-11-12 16:45:46.855,2025-11-14 01:45:46.855,643,645,Departed
668,HYUNDAI VICTORY,V694E,4,1,2025-11-13 06:45:00,2025-11-13 06:58:55.109,2025-11-14 20:58:55.109,2090,2069,Departed
669,MSC OSCAR,V414E,1,2,2025-11-13 12:45:00,2025-11-13 11:04:16.609,2025-11-14 13:04:16.609,524,524,Departed
670,ONE APUS,V235E,9,1,2025-11-13 21:00:00,2025-11-13 19:03:07.229,2025-11-14 14:03:07.229,1877,1811,Departed
671,EVER GIVEN,V146E,10,3,2025-11-13 16:45:00,2025-11-13 16:16:24.168,2025-11-15 00:16:24.168,552,582,Departed
672,ZIM ROTTERDAM,V891E,5,1,2025-11-14 14:15:00,2025-11-14 13:07:51.217,2025-11-16 00:07:51.217,1689,1701,Departed
673,OOCL HONG KONG,V156E,7,1,2025-11-14 00:30:00,2025-11-13 21:18:12.894,2025-11-14 15:18:12.894,1469,1431,Departed
674,HYUNDAI VICTORY,V308E,3,2,2025-11-15 23:30:00,2025-11-15 20:56:42.631,2025-11-17 06:56:42.631,2552,2500,Departed
675,ZIM ROTTERDAM,V756E,12,2,2025-11-15 11:30:00,2025-11-15 10:19:36.909,2025-11-17 05:19:36.909,1402,1494,Departed
676,COSCO SHIPPING UNIVERSE,V867E,12,2,2025-11-15 23:15:00,2025-11-15 22:30:16.007,2025-11-17 08:30:16.007,842,887,Departed
677,OOCL HONG KONG,V182E,9,2,2025-11-15 18:45:00,2025-11-15 19:45:35.068,2025-11-16 10:45:35.068,1448,1470,Departed
678,MAERSK MADRID,V570E,2,3,2025-11-16 22:15:00,2025-11-16 21:50:47.228,2025-11-18 09:50:47.228,1043,1147,Departed
679,EVER GIVEN,V893E,12,3,2025-11-16 04:45:00,2025-11-16 03:54:58.075,2025-11-17 18:54:58.075,1907,1879,Departed
680,WAN HAI 805,V771E,1,1,2025-11-16 12:30:00,2025-11-16 11:02:31.234,2025-11-17 01:02:31.234,1794,1743,Departed
681,ONE APUS,V598E,8,3,2025-11-17 13:30:00,2025-11-17 13:34:37.183,2025-11-19 13:34:37.183,545,526,Departed
682,COSCO SHIPPING UNIVERSE,V417E,9,1,2025-11-17 20:00:00,2025-11-17 20:12:45.368,2025-11-19 02:12:45.368,1364,1428,Departed
683,MAERSK MADRID,V859E,7,2,2025-11-17 15:45:00,2025-11-17 16:09:47.144,2025-11-18 11:09:47.144,981,1067,Departed
684,EVER GIVEN,V211E,2,3,2025-11-18 19:15:00,2025-11-18 17:30:41.552,2025-11-19 08:30:41.552,2438,2368,Departed
685,HMM ALGECIRAS,V170E,2,3,2025-11-18 07:30:00,2025-11-18 07:16:35.480,2025-11-20 07:16:35.480,634,673,Departed
686,HYUNDAI VICTORY,V329E,7,1,2025-11-19 16:45:00,2025-11-19 17:46:37.327,2025-11-21 01:46:37.327,2664,2520,Departed
687,MAERSK MADRID,V694E,10,1,2025-11-19 08:45:00,2025-11-19 04:45:00.000,2025-11-20 01:45:00.000,1554,1598,Departed
688,WAN HAI 805,V265E,4,1,2025-11-20 03:30:00,2025-11-20 04:34:51.588,2025-11-21 12:34:51.588,2098,2245,Departed
689,MAERSK MADRID,V244E,6,1,2025-11-20 11:45:00,2025-11-20 12:45:01.472,2025-11-22 03:45:01.472,2233,2318,Departed
690,EVER GIVEN,V926E,8,3,2025-11-20 06:45:00,2025-11-20 04:10:50.108,2025-11-21 15:10:50.108,1445,1558,Departed
691,EVER GIVEN,V220E,11,2,2025-11-21 15:00:00,2025-11-21 16:41:01.774,2025-11-23 15:41:01.774,1261,1298,Departed
692,EVER GIVEN,V953E,3,2,2025-11-21 05:45:00,2025-11-21 05:24:15.609,2025-11-22 01:24:15.609,1785,1716,Departed
693,ZIM ROTTERDAM,V207E,2,3,2025-11-21 09:45:00,2025-11-21 10:36:07.813,2025-11-23 01:36:07.813,2798,2909,Departed
694,MSC OSCAR,V445E,12,2,2025-11-22 03:15:00,2025-11-22 05:07:41.218,2025-11-23 06:07:41.218,2229,2081,Departed
695,HMM ALGECIRAS,V355E,7,1,2025-11-22 20:45:00,2025-11-23 01:39:56.475,2025-11-23 18:39:56.475,688,683,Departed
696,MAERSK MADRID,V678E,9,2,2025-11-22 22:30:00,2025-11-23 01:26:36.413,2025-11-24 08:26:36.413,1838,1620,Departed
697,OOCL HONG KONG,V196E,4,3,2025-11-22 23:30:00,2025-11-22 22:00:41.899,2025-11-24 12:00:41.899,1981,1981,Departed
698,CMA CGM MARCO POLO,V191E,3,1,2025-11-23 07:00:00,2025-11-23 04:47:47.911,2025-11-24 11:47:47.911,1949,1860,Departed
699,HYUNDAI VICTORY,V217E,2,1,2025-11-23 23:30:00,2025-11-23 21:02:29.979,2025-11-24 15:02:29.979,921,997,Departed
700,COSCO SHIPPING UNIVERSE,V724E,8,3,2025-11-23 15:45:00,2025-11-23 13:21:56.655,2025-11-24 10:21:56.655,425,414,Departed
701,EVER GIVEN,V750E,7,2,2025-11-23 00:00:00,2025-11-22 23:43:27.643,2025-11-24 14:43:27.643,671,663,Departed
702,HMM ALGECIRAS,V652E,3,2,2025-11-24 11:45:00,2025-11-24 10:00:01.686,2025-11-25 22:00:01.686,898,918,Departed
703,EVER GIVEN,V317E,11,1,2025-11-24 20:30:00,2025-11-24 19:16:28.225,2025-11-26 12:16:28.225,1600,1578,Departed
704,YM WISDOM,V828E,2,1,2025-11-25 20:00:00,2025-11-25 19:12:43.830,2025-11-27 18:12:43.830,2769,2659,Departed
705,ONE APUS,V263E,8,1,2025-11-25 05:00:00,2025-11-25 03:31:25.067,2025-11-26 12:31:25.067,1051,965,Departed
706,MAERSK MADRID,V774E,6,1,2025-11-25 12:15:00,2025-11-25 12:52:41.653,2025-11-26 17:52:41.653,974,900,Departed
707,COSCO SHIPPING UNIVERSE,V221E,5,1,2025-11-26 06:45:00,2025-11-26 06:46:46.890,2025-11-27 04:46:46.890,2182,2112,Departed
708,COSCO SHIPPING UNIVERSE,V963E,4,1,2025-11-26 18:30:00,2025-11-26 20:14:23.481,2025-11-27 22:14:23.481,403,378,Departed
709,ZIM ROTTERDAM,V462E,4,3,2025-11-26 10:45:00,2025-11-26 09:18:30.643,2025-11-27 23:18:30.643,933,884,Departed
710,CMA CGM MARCO POLO,V300E,3,3,2025-11-27 17:45:00,2025-11-27 18:19:05.258,2025-11-28 10:19:05.258,522,514,Departed
711,COSCO SHIPPING UNIVERSE,V148E,9,1,2025-11-27 01:30:00,2025-11-27 00:37:37.402,2025-11-28 08:37:37.402,2415,2384,Departed
712,WAN HAI 805,V351E,7,2,2025-11-28 11:45:00,2025-11-28 10:43:57.164,2025-11-30 04:43:57.164,515,555,Departed
713,MAERSK MADRID,V646E,10,2,2025-11-28 01:15:00,2025-11-27 23:57:44.872,2025-11-29 00:57:44.872,1537,1532,Departed
714,HMM ALGECIRAS,V357E,4,1,2025-11-28 19:00:00,2025-11-28 19:11:49.166,2025-11-30 09:11:49.166,1518,1563,Departed
715,EVER GIVEN,V172E,9,2,2025-11-29 20:30:00,2025-11-29 21:43:22.851,2025-12-01 15:43:22.851,2159,2019,Departed
716,EVER GIVEN,V901E,1,2,2025-11-29 21:30:00,2025-11-29 18:32:00.727,2025-12-01 15:32:00.727,2105,2254,Departed
717,HMM ALGECIRAS,V882E,8,3,2025-11-30 15:00:00,2025-11-30 13:57:58.483,2025-12-01 23:57:58.483,1615,1661,Departed
718,WAN HAI 805,V443E,10,2,2025-11-30 07:45:00,2025-11-30 08:19:35.051,2025-12-01 09:19:35.051,434,456,Departed
719,WAN HAI 805,V515E,5,1,2025-11-30 22:00:00,2025-11-30 22:10:43.573,2025-12-01 18:10:43.573,1584,1742,Departed
720,MSC OSCAR,V596E,2,1,2025-12-01 11:15:00,2025-12-01 10:40:15.915,2025-12-03 08:40:15.915,517,537,Departed
721,WAN HAI 805,V816E,5,1,2025-12-01 11:15:00,2025-12-01 13:52:54.722,2025-12-03 03:52:54.722,982,1033,Departed
722,WAN HAI 805,V815E,8,2,2025-12-02 10:15:00,2025-12-02 08:04:40.154,2025-12-03 22:04:40.154,1114,1204,Departed
723,ONE APUS,V424E,11,2,2025-12-02 04:30:00,2025-12-02 08:10:44.791,2025-12-03 03:10:44.791,1280,1304,Departed
724,ONE APUS,V960E,2,2,2025-12-03 23:15:00,2025-12-03 20:38:25.554,2025-12-04 19:38:25.554,1669,1735,Departed
725,COSCO SHIPPING UNIVERSE,V472E,3,3,2025-12-03 14:30:00,2025-12-03 13:03:00.651,2025-12-04 15:03:00.651,939,898,Departed
726,ONE APUS,V316E,6,2,2025-12-04 09:15:00,2025-12-04 09:18:19.121,2025-12-05 19:18:19.121,1759,1827,Departed
727,MSC OSCAR,V650E,8,3,2025-12-04 04:45:00,2025-12-04 06:32:56.611,2025-12-04 22:32:56.611,1059,997,Departed
728,OOCL HONG KONG,V221E,9,2,2025-12-05 05:00:00,2025-12-05 03:48:56.959,2025-12-07 03:48:56.959,2722,2520,Departed
729,HYUNDAI VICTORY,V339E,10,3,2025-12-05 05:30:00,2025-12-05 07:25:51.995,2025-12-06 12:25:51.995,1856,1955,Departed
730,MAERSK MADRID,V105E,7,1,2025-12-06 05:45:00,2025-12-06 02:26:57.743,2025-12-07 23:26:57.743,2266,2136,Departed
731,HMM ALGECIRAS,V874E,12,3,2025-12-06 04:00:00,2025-12-06 02:15:59.137,2025-12-06 22:15:59.137,1251,1283,Departed
732,COSCO SHIPPING UNIVERSE,V720E,8,2,2025-12-06 23:00:00,2025-12-07 03:18:18.912,2025-12-07 17:18:18.912,1898,2001,Departed
733,YM WISDOM,V277E,1,1,2025-12-06 06:15:00,2025-12-06 07:09:53.944,2025-12-07 13:09:53.944,2737,2738,Departed
734,WAN HAI 805,V138E,3,3,2025-12-07 23:00:00,2025-12-07 21:45:52.994,2025-12-08 11:45:52.994,1074,1028,Departed
735,ONE APUS,V435E,3,3,2025-12-07 18:15:00,2025-12-07 17:59:52.175,2025-12-09 09:59:52.175,2042,1994,Departed
736,HYUNDAI VICTORY,V643E,11,3,2025-12-08 23:15:00,2025-12-08 22:28:56.716,2025-12-09 23:28:56.716,1255,1139,Departed
737,WAN HAI 805,V942E,3,3,2025-12-08 18:30:00,2025-12-08 16:54:11.452,2025-12-10 12:54:11.452,1920,1959,Departed
738,ONE APUS,V702E,5,1,2025-12-08 04:30:00,2025-12-08 03:24:22.093,2025-12-08 19:24:22.093,2239,2267,Departed
739,MAERSK MADRID,V101E,9,2,2025-12-08 19:30:00,2025-12-08 21:07:35.914,2025-12-10 01:07:35.914,1007,1027,Departed
740,ONE APUS,V168E,5,3,2025-12-09 17:30:00,2025-12-09 17:32:04.985,2025-12-11 00:32:04.985,878,838,Departed
741,OOCL HONG KONG,V685E,6,1,2025-12-09 12:30:00,2025-12-09 12:53:46.707,2025-12-10 10:53:46.707,1546,1464,Departed
742,EVER GIVEN,V535E,10,2,2025-12-09 05:30:00,2025-12-09 04:13:19.111,2025-12-11 01:13:19.111,2080,1972,Departed
743,HYUNDAI VICTORY,V192E,4,2,2025-12-09 22:45:00,2025-12-09 21:36:23.561,2025-12-10 19:36:23.561,1829,1748,Departed
744,ZIM ROTTERDAM,V808E,7,1,2025-12-10 19:00:00,2025-12-10 19:47:52.164,2025-12-12 15:47:52.164,2506,2317,Departed
745,ZIM ROTTERDAM,V384E,2,1,2025-12-10 16:45:00,2025-12-10 15:43:10.176,2025-12-11 22:43:10.176,2377,2341,Departed
746,MAERSK MADRID,V818E,12,1,2025-12-10 04:45:00,2025-12-10 06:04:21.247,2025-12-12 04:04:21.247,1446,1512,Departed
747,HYUNDAI VICTORY,V659E,8,2,2025-12-11 02:45:00,2025-12-11 10:48:46.918,2025-12-12 00:48:46.918,1473,1606,Departed
748,OOCL HONG KONG,V540E,4,1,2025-12-11 13:30:00,2025-12-11 12:16:42.292,2025-12-12 04:16:42.292,1366,1319,Departed
749,ZIM ROTTERDAM,V285E,5,3,2025-12-11 11:30:00,2025-12-11 10:51:05.490,2025-12-13 05:51:05.490,2211,2364,Departed
750,WAN HAI 805,V282E,12,1,2025-12-11 04:15:00,2025-12-11 03:30:30.622,2025-12-12 13:30:30.622,2292,2168,Departed
751,COSCO SHIPPING UNIVERSE,V703E,2,3,2025-12-12 09:15:00,2025-12-12 09:05:01.420,2025-12-13 10:05:01.420,1614,1612,Departed
752,HMM ALGECIRAS,V103E,4,3,2025-12-12 03:15:00,2025-12-12 06:36:54.869,2025-12-13 14:36:54.869,2246,2121,Departed
753,HMM ALGECIRAS,V925E,11,1,2025-12-12 07:15:00,2025-12-12 04:39:34.707,2025-12-13 06:39:34.707,2059,2195,Departed
754,ONE APUS,V657E,12,1,2025-12-13 06:30:00,2025-12-13 03:53:21.665,2025-12-14 22:53:21.665,1874,1914,Departed
755,ONE APUS,V993E,10,3,2025-12-13 14:00:00,2025-12-13 14:25:31.909,2025-12-14 22:25:31.909,1283,1192,Departed
756,MAERSK MADRID,V583E,3,3,2025-12-13 01:30:00,2025-12-13 01:41:32.442,2025-12-14 02:41:32.442,1017,1054,Departed
